,word,,domains,english,spanish,french,indonesian
1337,הֵימָן-1,PN,person,Heman,Hemán,Hémân,Heman
1338,הֵימָן-2,PN,person,Heman,Hemán,Hémân,Heman
1339,הֵימָן-3,PN,person,Heman,Hemán,Hémân,Heman
1340,הַלּוֹחֵשׁ,PN,person,Hallohesh,Halohés,Ha-Lohesh,Halohesh
1341,הִלֵּל,PN,person,Hillel,Hilel,Hillel,Hilel
1342,הֵלֶם,PN,person,Helem,Hotam,Hélèm,Helem
1343,הַלְמוּת,RE,tools /  crafts,hammer,martillo,marteau,palu
1344,הָם,PN,locale,Ham,Ham,Ham / lieu,Ham
1345,הַמְּדָתָא,PN,person,Hammedatha,Hamedata,Hammedata,Hamedata
1346,הֲמוֹנָה,PN,settlement,Hamonah,Hamona,Hamona,Hamona
1347,הַמֹּלֶכֶת,PN,person,Hammolecheth,Hamoléquet,Molèketh,Molekhet
1348,הָמָן,PN,person,Haman,Amam,Haman,Haman
1349,הֵנַע,PN,locale,Hena,Hená,Héna,Hena
1350,הֲנָפָה,RE,agriculture,sifting / winnowing,zarandear / sacudir,passer au crible,menyaring / menampi
1351,הַסְּנָאָה,PN,person,Hassenaah,Senaá,Ha-Senaa,Senaa
1352,הַסְּנוּאָה-1,PN,person,Hassenuah,Senúa,Ha-Senoua,Hasenua
1353,הַסְּנוּאָה-2,PN,person,Hassenuah,Senúa,Ha-Senoua,Hasenua
1354,הַפִּצֵּץ,PN,person,Happizzez,Afses,Happicéç,Hapizes
1355,הַצֹּבֵבָה,PN,person,Hazzobebah / Zobebah,Sobebá,Haçovéva,Hazobeba
1356,הַצְלֶלְפּוֹנִי,PN,person,Hazzelelponi,Haslelponi,Hacelèlponi,Hazelelponi
1357,הַקָּטָן,PN,person,Hakkatan,Hacatán,Ha-Qatân,Hakatan
1358,הֹר,PN,nature,Hor,Hor,Hor-la-Montagne,gunung Hor
1359,הַר־חֶרֶס,PN,settlement,Har-Heres,Heres,Har-Hèrès,Har-Heres
1360,הָרָא,PN,locale,Hara,Hará,Hara,Hara
1361,הָרֹאֶה,PN,person,Haroeh,Haroe,Haroè,Haro
1362,הַרְבֵּל,PN,locale,Riblah,Riblá,Rivla,Ribla
1363,הָרוּם,PN,person,Harum,Harum,Haroum,Harum
1364,הֲרוֹרִי,PN,group,of Haror,Harodita,Harorite,orang Harod
1365,הֹרָם,PN,person,Horam,Horam,Horam,Horam
1366,הַרְמוֹן,PN,area,Harmon,Hermón,Harmôn / vers l'Harmôn,Hermon
1367,הָרָן,PN,person,Haran,Harán,Harân,Haran
1368,הֲרָרִי,PN,group,Hararite,Ararita,Hararite,orang Harari
1369,הָשֵׁם,PN,person,Hashem,Sagué,Hashem,Hasyem
1370,הֲתָךְ,PN,person,Hathach,Hatac,Hatak,Hatah
1371,וְדָן,PN,locale,Wedan,Yaván,Wedân,Uzal / Helbon
1372,וָהֵב,PN,locale,Waheb,Vaheb,Waheb,Waheb
1373,וַיְזָתָא,PN,person,Vaizatha,Vaizata,Waïzata,Waizata
1374,וַנְיָה,PN,person,Vaniah,Vanías,Wanya,Wanya
1375,וָפְסִי,PN,person,Vophsi,Vapsí,Wofsi,Wofsi
1376,וַשְׁנִי,PN,person,Vashni,Vasní,Samuel,Wasni
1377,וַשְׁתִּי,PN,person,Vashti,Vasti,Vasti,Wasti
1378,זְאֵב-1,FA,mammals /  wild animals,wolf,lobo,loup,serigala
1379,זְאֵב-2,PN,person,Zeeb,Zeeb,Zéev,Zeeb
1380,זָבָד-1,PN,person,Zabad,Zabad,Zavad,Zabad
1381,זָבָד-2,PN,person,Zabad,Zabad,Zavad,Zabad
1382,זָבָד-3,PN,person,Zabad,Zabad,Zavad,Zabad
1383,זָבָד-4,PN,person,Zabad,Zabad,Zavad,Zabad
1384,זָבָד-5,PN,person,Zabad,Zabad,Zavad,Zabad
1385,זַבְדִּי-1,PN,person,Zabdi,Zabdí,Zavdi,Zabdi
1386,זַבְדִּי-2,PN,person,Zabdi,Zabdí,Zavdi,Zabdi
1387,זַבְדִּי-3,PN,person,Zabdi,Zabdí,Zavdi,Zabdi
1388,זַבְדִּי-4,PN,person,Zabdi,Zabdí,Zavdi,Zabdi
1389,זַבְדִּיאֵל-1,PN,person,Zabdiel,Zabdiel,Zavdiël,Zabdiel
1390,זַבְדִּיאֵל-2,PN,person,Zabdiel,Zabdiel,Zavdiël,Zabdiel
1391,זְבַדְיָה-1,PN,person,Zebadiah,Zebadías,Zevadya,Zebaja
1392,זְבַדְיָה-2,PN,person,Zebadiah,Zebadías,Zevadya,Zebaja
1393,זְבַדְיָה-3,PN,person,Zebadiah,Zebadías,Zevadya,Zebaja
1394,זְבַדְיָה-4,PN,person,Zebadiah,Zebadías,Zevadya,Zebaja
1395,זְבַדְיָה-5,PN,person,Zebadiah,Zebadías,Zevadya,Zebaja
1396,זְבַדְיָהוּ-1,PN,person,Zebadiah,Zebadías,Zevadyahou,Zebaja
1397,זְבַדְיָהוּ-2,PN,person,Zebadiah,Zebadías,Zevadyahou,Zebaja
1398,זְבַדְיָהוּ-3,PN,person,Zebadiah,Zebadías,Zevadyahou,Zebaja
1399,זְבוּב,FA,"insects, spiders, and worms",fly,baal-zebub / mosca,mouche / Zeboub,lalat
1400,זָבוּד,PN,person,Zabud,Zabud,Zavoud,Zabut
1401,זְבוּדָּה,PN,person,Zebudah,Zebuda,Zevidda,Zebuda
1402,זְבוּלוּן,PN,person,Zebulun,Zabulón,Zabulon,Zebulon
1403,זְבוּלוֹנִי,PN,group,Zebulunite,Zabulonitas,Zabulonite / de Zabulon,orang Zebulon
1404,זֶבַח-1,RI,sacrifices and offerings,slaughtering / sacrifice,sacrificio,tuerie / sacrifice,pengorbanan
1405,זֶבַח-2,PN,person,Zebah,Zébah,Zèvah,Zebah
1406,זַבַּי,PN,person,Zabbai,Zabai,Zabbaï,Zabai
1407,זְבִינָא,PN,person,Zebina,Zebiná,Zevina,Zebina
1408,זְבֻל,PN,person,Zebul,Zebul,Zevoul,Zebul
1409,זָג,FL,parts,skin,piel / cáscara,peau,kulit anggur
1410,זַהַם,PN,person,Zaham,Záham,Zaham,Zaham
1411,זוּזִים,PN,group,Zuzim,Zuzitas,Zouzite,Zuzim
1412,זוֹחֵת,PN,person,Zoheth,Zohet,Zoheth,Zohet
1413,זָזָא,PN,person,Zaza,Zazá,Zaza,Zaza
1414,זחל,FA,snakes and lizards,reptile,animales que se arrastran,ramper / cacher,binatang melata / reptil
1415,זִיזָא-1,PN,person,Ziza,Zizá,Ziza,Ziza
1416,זִיזָא-2,PN,person,Ziza,Zizá,Ziza,Ziza
1417,זִיזָה,PN,person,Zizah,Ziza,Ziza,Ziza
1418,זִינָא,PN,person,Zina,Zizá,Ziza,Zina
1419,זִיעַ,PN,person,Zia,Zía,Zia,Ziya
1420,זִיף-1,PN,locale,Ziph,Zif,Zif,Zif
1421,זִיף-2,PN,settlement,Ziph,Zif,Zif,Zif
1422,זִיף-3,PN,person,Ziph,Zif,Zif,Zif
1423,זִיפָה,PN,person,Ziphah,Zif,Zifa,Zifa
1424,זִיפִים,PN,group,Ziphites,Zifitas,de Zif,orang Zifi
1425,זַיִת,FL,trees,olive tree,Árbol de olivo,olivier,pohon zaitun
1426,זֵיתָן,PN,person,Zetan,Zetán,Zétân,Zetan
1427,זַכּוּר-1,PN,person,Zaccur,Zacur,Zakkour,Zakur
1428,זַכּוּר-2,PN,person,Zaccur,Zacur,Zakkour,Zakur
1429,זַכּוּר-3,PN,person,Zaccur,Zacur,Zakkour,Zakur
1430,זַכּוּר-4,PN,person,Zaccur,Jacur,Zakkour,Zakur
1431,זַכּוּר-5,PN,person,Zaccur,Zacur,Zakkour,Zakur
1432,זַכּוּר-6,PN,person,Zaccur,Zacur,Zakkour,Zabud
1433,זַכַּי,PN,person,Zakkai,Zacai,Zakkaï,Zakai / Zabai
1434,זֶכֶר,PN,person,Zecher,Zéquer,Zèkèr,Zekher
1435,זִכְרִי-1,PN,person,Zichri,Zicrí,Zikri,Zikhri
1436,זִכְרִי-2,PN,person,Zichri,Zicrí,Zikri,Zikhri
1437,זִכְרִי-3,PN,person,Zichri,Zicrí,Zikri,Zikhri
1438,זִכְרִי-4,PN,person,Zichri,Zicrí,Zikri,Zikhri
1439,זִכְרִי-5,PN,person,Zichri,Zicrí,Zikri,Zikhri
1440,זִכְרִי-6,PN,person,Zichri,Zicrí,Zikri,Zikhri
1441,זִכְרִי-7,PN,person,Zichri,Zicrí,Zikri,Zikhri
1442,זְכַרְיָה-1,PN,person,Zechariah,Zacarías,Zekarya,Zakharia
1443,זְכַרְיָה-2,PN,person,Zechariah,Zacarías,Zekarya,Zakharia
1444,זְכַרְיָה-3,PN,person,Zechariah,Zacarías,Zekarya,Zakharia
1445,זְכַרְיָה-4,PN,person,Zechariah,Zacarías,Zekarya,Zakharia
1446,זְכַרְיָה-5,PN,person,Zechariah,Zacarías,Zekarya,Zakharia
1447,זְכַרְיָה-6,PN,person,Zechariah,Zacarías,Zekarya,Zakharia
1448,זְכַרְיָה-7,PN,person,Zechariah,Zacarías,Zekarya,Zakharia
1449,זְכַרְיָהוּ-1,PN,person,Zechariah,Zacarías,Zekaryahou,Zakharia
1450,זְכַרְיָהוּ-2,PN,person,Zechariah,Zacarías,Zekaryahou,Zakharia
1451,זְכַרְיָהוּ-3,PN,person,Zechariah,Zacarías,Zekaryahou,Zakharia
1452,זְכַרְיָהוּ-4,PN,person,Zechariah,Zacarías,Zekaryahou,Zakharia
1453,זְכַרְיָהוּ-5,PN,person,Zechariah,Zacarías,Zekaryahou,Zakharia
1454,זְכַרְיָהוּ-6,PN,person,Zechariah,Zacarías,Zekaryahou,Zakharia
1455,זְכַרְיָהוּ-7,PN,person,Zechariah,Zacarías,Zekaryahou,Zakharia
1456,זְכַרְיָהוּ-8,PN,person,Zechariah,Zacarías,Zekaryahou,Zakharia
1457,זְכַרְיָהוּ-9,PN,person,Zechariah,Zacarías,Zekaryahou,Zakharia
1458,זְכַרְיָהוּ-10,PN,person,Zechariah,Zacarías,Zekaryahou,Zakharia
1459,זְכַרְיָהוּ-11,PN,person,Zechariah,Zacarías,Zekaryahou,Zakharia
1460,זְכַרְיָהוּ-12,PN,person,Zechariah,Zacarías,Zekaryahou,Zakharia
1461,זִלְפָּה,PN,person,Zilpah,Zilpá,Zilpa,Zilpa
1462,זִמָּה-1,PN,person,Zimmah,Zimá,Zimma,Zima
1463,זִמָּה-2,PN,person,Zimmah,Zimá,Zimma,Zima
1464,זִמָּה-3,PN,person,Zimmah,Zimá,Zimma,Zima
1465,זְמוֹרָה,FL,parts,branch of a vine,Rama,branche / pénis,cabang atau ranting pokok anggur
1466,זַמְזֻמִּים,PN,group,Zamzummites,zamzumitas,Zamzoummites,orang Zamzumim
1467,זְמִירָה,PN,person,Zemirah,Zemirá,Zemira,Zemira
1468,זִמְרִי-1,PN,person,Zimri,Zimrí,Zimri,Zimri
1469,זִמְרִי-2,PN,person,Zimri,Zimrí,Zimri,Zimri
1470,זִמְרִי-3,PN,person,Zimri,Zimrí,Zimri,Zimri
1471,זִמְרִי-4,PN,person,Zimri,Zimrí,Zimri,Zimri
1472,זִמְרִי-5,PN,group,Zimri,Zimrí,Zimri,Zimri
1473,זִמְרָן,PN,person,Zimran,Zimrán,Zimrân,Zimran
1474,זנה,AT,morals and ethics,play the prostitute,prostituirse,se prostituer,berlaku sebagai pelacur / bersundal
1475,זָנוֹחַ,PN,settlement,Zanoah,Zanóah,Zanoah,Zanoah
1476,זַעֲוָן,PN,person,Zaavan,Zaaván,Zaawân,Zaawan
1477,זִפְרֹן,PN,locale,Ziphron,Zifrón,Zifrôn,Zifron
1478,זָקֵן,BE,"people; authority; honor, respect, status",elder,anciano,ancien / aîné,lebih tua / para tua-tua
1479,זָר,BE,"people; association; hostility, strife",alien / outsider,extraño,étrange / étranger,orang awam / di Keluaran: orang bukan keturunan imam Harun
1480,זְרֻבָּבֶל (AR),PN,person,Zerubbabel,Zorobabel,Zorobabel,Zerubabel
1481,זְרֻבָּבֶל,PN,person,Zerubbabel,Zorobabel,Zorobabel,Zerubabel
1482,זֶרֶד,PN,nature,Zered,Zéred,Zéred,Zered
1483,זרה,RE,agriculture,to winnow,aventar / esparcir,disperser / vanner / mesurer,menampi
1484,זַרְזִיר,FA,birds /  domestic animals,rooster,gallo,coq,ayam jantan
1485,זֶרַח-1,PN,person,Zerah,Zérah,Zérah,Zerah
1486,זֶרַח-2,PN,person,Zerah,Zérah,Zérah,Zerah
1487,זֶרַח-3,PN,person,Zerah,Zérah,Zérah,Zerah
1488,זֶרַח-4,PN,person,Zerah,Zérah,Zérah,Zerah
1489,זֶרַח-5,PN,person,Zerah,Zérah,Zérah,Zerah
1490,זֶרַח-6,PN,person,Zerah,Zérah,Zérah,Zerah
1491,זֶרַח-7,PN,person,Zerah,Zérah,Zérah,Zerah
1492,זַרְחִי-1,PN,group,Zerahite,Zérah,Zarhites,Zerah
1493,זַרְחִי-2,PN,group,Zerahite,Zérah,Zarhites,Zerah
1494,זְרַחְיָה-1,PN,person,Zerahiah,Zeraías,Zerahya,Zerahya
1495,זְרַחְיָה-2,PN,person,Zerahiah,Zeraías,Zerahya,Zerahya
1496,זֶרֶשׁ,PN,person,Zeresh,Zeres,Zèresh,Zeresh
1497,זַתּוּא,PN,person,Zattu,Zatú,Zattou,Zatu
1498,זֵתָם,PN,person,Zetam,Zetam,Zétam,Zetam
1499,זֵתַר,PN,person,Zethar,Zetar,Zétar,Zetar
1500,חֹבָב,PN,person,Hobab,Hobab,Hobab,Hobab
1501,חֻבָּה,PN,person,Jehubbah,Jehubá,Yehoubba,Yehuba
1502,חָבוֹר,PN,nature,Habor,Habor,Habor,sungai Habor
1503,חֲבַיָּה,PN,person,Habaiah,Hobaías,Hovaya,Habaya
1504,חֶבֶל-1,RE,tools /  hunting and fishing,noose,cuerda / soga,corde / cordage / fil / nœud coulant,tali jerat / perangkap
1505,חֶבֶל-2,RE,cords /  tools /  size,measuring rope / measuring line,medida de cuerda,corde pour mesurer,tali pengukur / garis pengukur
1506,חֲבַצִּנְיָה,PN,person,Habazziniah,Habasinías,Havacinya,Habazinya
1507,חֲבַקּוּק,PN,person,Habakkuk,Habacuc,Habaquq,Habakuk
1508,חֶבֶר-1,PN,person,Heber,Héber,Héber,Heber
1509,חֶבֶר-2,PN,person,Heber,Héber,Héber,Heber
1510,חֶבֶר-3,PN,person,Heber,Héber,Héber,Heber
1511,חֶבֶר-4,PN,person,Heber,Héber,Héber,Heber
1512,חֶבְרוֹן-1,PN,settlement,Hebron,Hebrón,Hébron,Hebron
1513,חֶבְרוֹן-2,PN,person,Hebron,Hebrón,Hébron,Hebron
1514,חֶבְרוֹן-3,PN,person,Hebron,Hebrón,Hébron,Hebron
1515,חֶבְרוֹנִי,PN,group,Hebronite,Hebronita,Hébronite,Hebron
1516,חֶבְרִי,PN,group,Heberite,Héber,Hébrites,Heber
1517,חַג הָאָסִיף,RI,festivals,festival of ingathering / festival of the final harvest,fiesta de la cosecha,fête de la Récolte,hari raya pengumpulan / pesta panen terakhir
1518,חַג הַמַּצּוֹת,RI,festivals,festival of unleavened bread,fiesta de los panes sin levadura,levain / fête des pains sans levain,hari raya roti tidak beragi
1519,חַג הַסֻּכּוֹת,RI,festivals,festival of shelters / festival of booths,fiesta de los tabernáculos / festival de las enramadas,fête des Tentes,hari raya pondok daun
1520,חַג הַקָּצִיר,RI,festivals,harvest festival,festival de las cosechas / fiesta de la siega,fête de la Récolte,hari raya menuai / pesta panen
1521,חַג הַשָּׁבֻעוֹת,RI,festivals,festival of weeks,fiesta de las semanas,semaines / fête des Semaines,hari raya tujuh minggu
1522,חָגָב-1,FA,"insects, spiders, and worms",locust,saltamonte,sauterelle,belalang
1523,חָגָב-2,PN,person,Hagab,Hagab,Hagav,Hagab
1524,חֲגָבָה,PN,person,Hagabah,Hagabá,Hagava,Hagaba
1525,חַגַּי (AR),PN,person,Haggai,Hageo,Aggée,Hagai
1526,חַגַּי,PN,person,Haggai,Hageo,Aggée,Hagai
1527,חַגִּי-1,PN,person,Haggi,Haguí,Haggui,Hagi
1528,חַגִּי-2,PN,group,Haggite,Haguí,de Haggui,Hagi
1529,חַגִּיָּה,PN,person,Haggiah,Haguías,Hagguiya,Hagia
1530,חַגִּית,PN,person,Haggith,Haguit / Jagguit,Hagguith,Hagit
1531,חָגְלָה,PN,person,Hoglah,Hoglá,Hogla,Hogla
1532,חֲדַד,PN,person,Hadad,Temá,Hadad,Hadad
1533,חָדִיד,PN,locale,Hadid,Hadid,Hadid,Hadid
1534,חַדְלַי,PN,person,Hadlai,Hadlai,Hadlaï,Hadlai
1535,חֵדֶק,FL,weeds and thorns,thorns / briar,espina / cardo,plante avec des épines,semak duri
1536,חִדֶּקֶל,PN,nature,Tigris,Tigris,Tigre,sungai Tigris
1537,חַדְרָךְ,PN,settlement,Hadrach,Hadrac,Hadrak,Hadrakh
1538,חֹדֶשׁ-1,RI,festivals,New Moon Festival,luna nueva,néoménies / nouvelle lune / néoménie / fêtes,pesta bulan baru
1539,חֹדֶשׁ-2,PN,person,Hodesh,Hodes,Hodesh,Hodesh
1540,חֲדָשָׁה,PN,settlement,Hadashah,Hadasá / Jadasá,Hadasha,Hadasa
1541,חוֹבָה,PN,locale,Hobah,Hobá,Hova,Hobah
1542,חַוָּה,PN,person,Eve,Eva,Eve,Hawa
1543,חוֹחַ-1,FL,weeds and thorns,thorn / thistle,espino / cardo,chardon / épine,semak duri
1544,חוֹחַ-2,RE,tools /  hunting and fishing,hook,gancho,crochet / harpon / épine,kaitan
1545,חוּט-1,RE,crafts /  cords,thread,hilo / cuerda,fil / corde mince,benang
1546,חוּט-2,RE,cords /  tools /  size,measuring line,medida de cuerda,fil / corde mince,tali mengukur
1547,חִוִּי,PN,group,Hivite,Heveos,Hivvite,Hewi
1548,חֲוִילָה,PN,person,Havilah,Havilá,Hawila,Hawila
1549,חוּל,PN,person,Hul,Hul,Houl,Hul
1550,חוֹלוֹן-1,PN,settlement,Holon,Holón,Holôn,Holon
1551,חוֹלוֹן-2,PN,settlement,Holon,Holón,Holôn,Holon
1552,חוּפָם,PN,person,Hupham,Hufam,Houfam,Hufam
1553,חוּפָמִי,PN,group,Huphamite,Hufam,Houfamite,Hufam
1554,חוּקֹק-1,PN,settlement,Hukok / Hukkok,Hucoc,Houqoq,Hukok
1555,חוּקֹק-2,PN,settlement,Hukok / Hukkok,Hucoc,Houqoq,Hukok
1556,חוּר-1,PN,person,Hur,Hur,Hour,Hur
1557,חוּר-2,PN,person,Hur,Hur,Hour,Hur
1558,חוּר-3,PN,person,Hur,Hur,Hour,Hur
1559,חוּר-4,PN,person,Hur,Hur,Hour,Hur
1560,חוּר-5,PN,person,Hur,Hur,Hour,Hur
1561,חוּרַי,PN,person,Hurai,Hidai,Houraï,Hurai
1562,חוּרִי,PN,person,Huri,Hurí,Houri,Huri
1563,חוּרָם-1,PN,person,Hiram,Hiram,Hiram,Hiram / Huram
1564,חוּרָם-2,PN,person,Hiram,Hiram,Hiram,Huram
1565,חוּרָם-3,PN,person,Huram,Hiram,Houram / Houram-Abi,Huram
1566,חוּרָם אָבִי,PN,person,Hiram,,Hiram,Huram Abi
1567,חַוְרָן,PN,locale,Hauran,Haurán,Haurân,Hauran
1568,חוּשָׁה,PN,locale,Hushah,Husá,Housha,Husa
1569,חוּשַׁי-1,PN,person,Hushai,Husai,Houshaï,Husai
1570,חוּשַׁי-2,PN,person,Hushai,Husai,Houshaï,Husai
1571,חוּשִׁים,PN,person,Hushim,Husim,Houshim,Husim
1572,חוֹתָם-1,PN,person,Hotham,Hotam,sceau / Hotam,Hotam
1573,חוֹתָם-2,PN,person,Hotham,Hotam,sceau / Hotam,Hotam
1574,חֲזָאֵל,PN,person,Hazael,Hazael,Hazaël,Hazael
1575,חזה,RI,"prophecy, vision",have a vision,ver / mirar / ver una visión,voir / regarder / rechercher,melihat penglihatan
1576,חֲזוֹ,PN,person,Hazo,Hazó,Hazo,Hazo
1577,חֲזִיאֵל,PN,person,Haziel,Haziel,Haziël,Haziel
1578,חֲזָיָה,PN,person,Hazaiah,Hazaías,Hazaya,Hazaya
1579,חֶזְיוֹן,PN,person,Hezion,Hezión,Hèziôn,Hezion
1580,חֵזִיר-1,PN,person,Hezir,Hezir,Hézir,Hezir
1581,חֵזִיר-2,PN,person,Hezir,Hezir,Hézir,Hezir
1582,חֲזִיר-1,FA,mammals /  domestic animals,pig,cerdo,porc / cochon,babi
1583,חֲזִיר-2,FA,mammals /  wild animals,wild boar,jabalí,sanglier,babi liar
1584,חִזְקִי,PN,person,Hizki,Hizquí,Hizqi,Hizki
1585,חִזְקִיָּה-1,PN,person,Hezekiah,Ezequías,Ezékias,Hizkia
1586,חִזְקִיָּה-2,PN,person,Hezekiah,Ezequías,Hizqiya,Hizkia
1587,חִזְקִיָּה-3,PN,person,Hezekiah,Ezequías,Hizqiya,Hizkia
1588,חִזְקִיָּה-4,PN,person,Hezekiah,Ezequías,Ezékias,Hizkia
1589,חִזְקִיָּהוּ,PN,person,Hezekiah,Ezequías,Ezékias,Hizkia
1590,חטא-1,AT,sin /  morals and ethics,to sin / to commit a sin,pecar / cometer un pecado,pécher,berbuat dosa
1591,חַטָּא-1,AT,sin /  morals and ethics,sinful / sinner,pecaminoso / pecador,pécheur / coupable,berdosa / bersalah / orang bersalah
1592,חַטָּא-2,AT,"guilt, responsibility; morals and ethics",guilty of / deserving blame for,culpable de / merecedor de la culpa de,coupable de,menanggung kesalahan / pantas disalahkan dan dihukum
1593,חטא-2,AT,"guilt, responsibility; morals and ethics",to stand guilty / to be at fault / to bring guilt upon / to bear the blame for / to take responsibility for,declararse culpable / tener la culpa / hacer que la culpa recaiga sobre / cargar con la culpa de / asumir la responsabilidad de,être coupable,bersalah / membawa rasa bersalah / menanggung kesalahan / untuk bertanggung jawab atas
1594,חטא-3,RI,"guilt, responsibility; clean, pure, holy",to cleanse / to purify,purificarse,purifier,membersihkan / menguduskan / menyucikan
1595,חֵטְא-1,AT,sin /  morals and ethics,sin,pecado,péché,dosa
1596,חֵטְא-2,AT,"guilt, responsibility; morals and ethics",guilt,culpa,culpabilité,kesalahan
1597,חטא-4,RI,"sacrifices and offerings; guilt, responsibility; morals and ethics",to sacrifice as sin-offering / to present a sin-offering,sacrificar como ofrenda por el pecado / presentar una ofrenda por el pecado,sacrifier,berkorban sebagai korban penghapus dosa / untuk mempersembahkan korban penghapus dosa
1598,חַטָּאָה,AT,sin /  morals and ethics,sin,,péché,dosa
1599,חֶטְאָה,AT,sin /  morals and ethics,sin,pecado,péché,dosa
1600,חֲטָאָה-1,AT,"guilt, responsibility; morals and ethics",guilt,culpa,culpabilité,kesalahan
1601,חֲטָאָה-2,RI,"sacrifices and offerings; guilt, responsibility; morals and ethics",sin-offering,ofrenda por el pecado,sacrifice pour le péché / offrande,korban penghapus dosa
1602,חַטָּאת-1,AT,sin /  morals and ethics,sin,,péché,dosa
1603,חַטָּאת-2,RE,sin /  morals and ethics,sinful thing,,chose corrumpu,tindakan yang berdosa
1604,חַטָּאת-3,MI,"repay, reward, punish; guilt, responsibility; morals and ethics",punishment,,punition,hukuman
1605,חַטָּאת-4,RI,"guilt, responsibility; clean, pure, holy",cleansing / purification,,purification,pembersihan / pentahiran
1606,חַטָּאת-5,RI,"sacrifices and offerings; guilt, responsibility; morals and ethics",sin-offering,,sacrifice pour le péché / offrande,korban penghapus dosa
1607,חַטּוּשׁ-1,PN,person,Hattush,Hatús,Hattoush,Hatus
1608,חַטּוּשׁ-2,PN,person,Hattush,Hatús,Hattoush,Hatus
1609,חַטּוּשׁ-3,PN,person,Hattush,Hatús,Hattoush,Hatus
1610,חֲטִיטָה,PN,person,Hatitah,Hatitá,Hatita,Hatita
1611,חַטִּיל,PN,person,Hattil,Hatil,Hattil,Hatil
1612,חֲטִיפָא,PN,person,Hatipha,Hatifá,Hatifa,Hatifa
1613,חַי,BE,animals /  people /  life and death,living being / the living,ser vivo / el ser vivo,être vivant,makhluk hidup / hidupnya makhluk
1614,חִיאֵל,PN,person,Hiel,Hiel,Hiel,Hiel
1615,חַיָּה-1,FA,animals,living creature / wild land animal / beast,,être vivant,makhluk hidup / binatang darat / binatang liar
1616,חַיָּה-2,AT,association /  groups /  kinship,community / band / group,,communauté / bande / groupe,kelompok orang / komunitas
1617,חַיָּה-3,AT,food,appetite / hunger,,appétit,nafsu makan / lapar
1618,חֵיוָה (AR),FA,animals,living creature / animal / beast,criatura viviente / animal terrestre salvaje / bestia,être vivant,makhluk hidup / binatang
1619,חִילֵז,PN,settlement,Hilen,Hilén,Hilez,Hilen
1620,חֵילָם,PN,locale,Helam,Helam,Hélam,Helam
1621,חִילֵן,PN,settlement,Hilen,Hilén,Hilez,Hilen
1622,חִירָה,PN,person,Hirah,Hirá,Hira,Hira
1623,חִירוֹם,PN,person,Hiram,Jirán / Hiram,Hiram,Hiram / Huram
1624,"חִירוֹם ,חִירוֹם אָבִי",PN,person,Hiram,Jirán,Hiram-Abi,Huram
1625,חִירָם-1,PN,person,Hiram,Hiram,Hiram,Hiram / Huram
1626,חִירָם-2,PN,person,Hiram,Hiram,Hiram,Hiram / Huram
1627,חַכָּה,RE,tools /  hunting and fishing,harpoon / fishing spear,arpón / lanza de pesca,crochet / hameçon,tombak memancing
1628,חֲכִילָה,PN,nature,Hachilah,Haquilá,Hakila,Hakhila
1629,חֲכַלְיָה,PN,person,Hacaliah,Hacalías,Hakalya,Hakhalya
1630,חָכְמָה-1,AT,crafts /  occupations,ability / skill,,capacité / compétence,keahlian / kemampuan / ketrampilan
1631,חָכְמָה-2,AT,"wisdom, understanding; intellect",wisdom,,sagesse,kebijaksanaan
1632,חַכְמוֹנִי-1,PN,person,Hachmonite,Hacmoní,Hakmoni,Hakhmoni
1633,חַכְמוֹנִי-2,PN,person,Hachmonite,Hacmoní,Hakmoni,Hakhmoni
1634,חֹל,AT,"clean, pure, holy",profane / ordinary / common,profano,contraire de saint: profane / pas sacré / vulgaire,biasa / umum / tidak kudus
1635,חֶלְאָה,PN,person,Hela,Helá,Hèléa,Hela
