,word,Unnamed: 2,domains,english,spanish,french,indonesian
1048,μακαρίζω,AT,attitudes and emotions /  well-being /  blessing and curse,regard as happy / consider blessed / call blessed,considerar dichoso,considérer chanceux ou heureux,
1049,μακάριος,AT,attitudes and emotions /  well-being /  blessing and curse,happy / blessed / blessed one,dichoso,béni / chanceux / heureux,
1050,Μακεδονία,PN,area,Macedonia,Macedonia,Macédoine,
1051,Μακεδών,PN,group,Macedonian,Macedonio,Macédonien,
1052,Μαλελεήλ,PN,person,Mahalaleel,Mahalaleel,Maléléel,
1053,Μαναήν,PN,person,Manaen,Menahem,Manaen,
1054,Μανασσῆ-1,PN,person,Manasseh,Manasés,Manassé,Manasye
1055,Μανασσῆ-2,PN,person,Manasseh,Manasés,Manassé,Manasye
1056,Μαρία-1,PN,person,Mary,María,Marie,
1057,Μαρία-2,PN,person,Mary,María,Marie,
1058,Μαρία-3,PN,person,Mary,María,Marie,
1059,Μαρία-4,PN,person,Mary,María,Marie,
1060,Μαρία-5,PN,person,Mary,María,Marie,
1061,Μαρία-6,PN,person,Mary,María,Marie,
1062,Μαρία-7,PN,person,Mary,María,Marie,
1063,μαρτυρέω,MI,communication /  truth,bear witness / testify / be a witness / attest / affirm / confirm,dar testimonio / testificar,témoigner / affirmer sous serment / être un témoin / attester / affirmer / confirmer / parler bien de / approuver,
1064,μαρτυρία,MI,communication /  truth,testimony / witness / evidence / reputation,testimonio / testigo,témoignage / témoin / évidence / réputation,
1065,μαρτύριον,MI,communication /  truth,testimony / witness / evidence / proof / opportunity to testify,testimonio,témoignage / témoin / évidence / preuve / occasion de témoigner,
1066,μαρτύρομαι,MI,communication /  truth,testify / address solemnly / insist / urge,testificar,témoigner / adresser solennellement,
1067,ματαιολογία,AT,purpose /  communication,empty talk,palabrería vana,propos vains,
1068,ματαιολόγος,BE,people /  purpose /  communication,empty talker,charlatán,vain discoureur,
1069,ματαιόομαι,AT,purpose,become worthless / become nonsense,hacerse vano,être devenu vain dans les raisonnements,
1070,ματαιότης,AT,purpose,worthlessness / futility,inutilidad,sans valeur / futilité,
1071,Ματθάν,PN,person,Matthan,Matán,Mathan,
1072,Ματταθά,PN,person,Mattatha,Matatá,Mattatha,
1073,Ματταθίας-1,PN,person,Mattathias,Matatías,Mattathias,
1074,Ματταθίας-2,PN,person,Mattathias,Matatías,Mattathias,
1075,Μάαθ,PN,person,Maath,Máhat,Maath,
1076,Μάλχος,PN,person,Malchus,Malco,Malchus,
1077,Μάρθα,PN,person,Martha,Marta,Marthe,
1078,μάρτυς,MI,"communication; truth; people; violence, harm, destroy, kill",witness / martyr,testigo,témoin / martyr,
1079,μάταιος,AT,purpose,worthless / futile / useless,inútil,sans valeur / futile / inutile,
1080,Μᾶρκος,PN,person,Mark,Marcos,Marc,Markus
1081,μεγαλεῖον,MI,signs and wonders,mighty act / great deed,grandezas,grandes œuvres,perbuatan besar
1082,μεγαλοπρεπὴς δόξα,BE,supernatural beings and powers /  titles,Sublime Glory / Majestic Glory,,gloire sublime,Mahamulia / kemuliaan yang paling tinggi
1083,μεγαλωσύνη,BE,supernatural beings and powers /  titles,the Majesty / the Majestic One,majestad,majesté / grandeur / Majesté,
1084,Μελεά,PN,person,Melea,Meleá,Méléa,
1085,Μελίτη,PN,area,Malta,Malta,Malte,
1086,Μελχισέδεκ,PN,person,Melchizedek,Melquisedec,Melkisédeq,
1087,Μελχί-1,PN,person,Melchi,Melquí,Melchi,
1088,Μελχί-2,PN,person,Melchi,Melquí,Melchi,
1089,μεμβράνα,RE,artifacts /  writing,parchment / books made of parchment,pergamino / libro o rollo de pergamino,parchemin,
1090,Μεννά,PN,person,Menna,Mená,Menna,
1091,μεριστης,BE,people /  conflict /  law,arbitrator,árbitro / repartidor,juge / abribtre,pengantara
1092,μεσίτης,BE,people /  conflict /  law,mediator,mediador,médiateur / intermédiaire,
1093,Μεσοποταμία,PN,area,Mesopotamia,Mesopotamia,Mésopotamie,
1094,μεσουράνημα,MI,universe,midheaven / midair / high in the sky,mitad del cielo,zénith / haut dans le ciel,
1095,μεσότοιχον,RE,constructions /  separation,dividing wall,muro intermedio,mur de division,
1096,Μεσσίας,PN,titles,Messiah,Mesías,Messie,
1097,μεταμέλομαι,AT,"attitudes and emotions; atone, forgive",change one's mind / repent / regret,sentir remordimiento / cambiar de parecer,regretter / être désolé / changer d'avis,
1098,μετανοέω,AT,"attitudes and emotions; atone, forgive",repent,convertirse,se repentir / avoir un changement de coeur / se détourner de ses péchés / changer de chemin,
1099,μετάνοια,AT,"attitudes and emotions; atone, forgive",repentance,conversión,repentance / changement de coeur / détournement de ses péchés / changement de chemin,
1100,μετέχω,AT,fellowship,partake / participate / belong to,participar,prendre part / manger / avoir part / avoir / appartenir à,
1101,μετοχή,AT,fellowship,partnership / sharing,compañerismo,association,
1102,μετριοπαθέω,AT,attitudes and emotions /  compassion,deal gently,tratar con comprensión,être doux / avoir des sentiments,
1103,μέλας,RE,artifacts /  writing,ink,,encre / noir,
1104,μέτοχος,BE,people /  fellowship,partner / companion / partaker,compañero / partícipe,qui partage / associé / compagnon / camarade,
1105,μηλωτή,RE,artifacts /  animals,sheepskin / fleece,piel de oveja,peau de mouton,
1106,Μῆδος,PN,group,Mede,Medo,Mèdes,Media
1107,μιαίνω,AT,"morals and ethics; clean, pure, holy",defile / be defiled,contaminar / contaminarse,souiller / contaminer,
1108,μιασμός,AT,"morals and ethics; clean, pure, holy",defilement,corrupción,corruption / souillure,
1109,μισθωτός,MI,authority /  people /  serve,hired worker / hired person,jornalero,travailleur employé,
1110,Μιτυλήνη,PN,settlement,Mitylene,Mitilene,Mitylène,
1111,Μιχαήλ,PN,supernatural beings and powers,Michael,Miguel,Michaël,
1112,μίασμα,AT,"morals and ethics; clean, pure, holy",defilement,contaminación,corruption / souillure,
1113,Μίλητος,PN,settlement,Miletus,Mileto,Milet,
1114,μίσθιος,MI,authority /  people /  serve,hired worker / hired person,asalariado,homme employé / travailleur,
1115,Μνάσων,PN,person,Mnason,Mnasón,Mnason,
1116,μνᾶ,RE,artifacts /  money,quantity of money / one hundred denarii,mina,mine,mina
1117,μνημεῖον,RE,"constructions; honor, respect, status",monument / memorial,sepulcro,tombe / tombeau / monument,kubur / makam
1118,μνηστεύω,MI,marriage,be engaged,estar comprometido en matrimonio,être fiancé / être fiancée,
1119,μνῆμα,RE,constructions,grave / tomb,sepulcro / tumba,tombeau / tombe,kubur / kuburan / pekuburan
1120,μοιχαλίς-1,BE,people /  marriage /  morals and ethics,adulteress,,adultère,
1121,μοιχαλίς-2,AT,morals and ethics /  faithfulness,unfaithful / adulterous,,adultère / infidel,
1122,μοιχάομαι,MI,marriage /  morals and ethics,commit adultery,cometer adulterio,commettre l'adultère,
1123,μοιχεία,MI,marriage /  morals and ethics,adultery,adulterio,adultère,
1124,μοιχεύω,MI,marriage /  morals and ethics,commit adultery,cometer adulterio,commettre l'adultère,
1125,μοιχός,BE,people /  marriage /  morals and ethics,adulterer,adúltero,personne adultère,
1126,μολυσμός,AT,"clean, pure, holy",defilement,contaminación,souillure,
1127,μολύνω,AT,"clean, pure, holy",to soil / be defiled,contaminar,souiller / rendre sale,
1128,μοσχοποιέω,RE,artifacts /  religious activities /  paganism,make a calf-idol / shape an idol in the form of a calf,hacer un becerro,faire un veau,
1129,μόδιος,RE,artifacts /  containers,basket / box,cajón,panier / boisseau,
1130,Μόλοχ,PN,supernatural beings and powers,Moloch,Moloc,Moloch,
1131,μόσχος,FA,mammals /  domestic animals,calf,becerro macho,veau / jeune taureau,
1132,μυλικός,RE,constructions /  food,of a mill,de molino,concerner un moulin,
1133,μυρίζω,RE,anoint /  perfumes and spices,anoint with perfume / anoint for burial,ungir,verser le parfum sur,
1134,Μυσία,PN,area,Mysia,Misia,Mysie,
1135,μύλινος,RE,constructions /  food,of a mill,molino / molino de piedra,d'un moulin,
1136,μύλος-1,RE,constructions /  food,mill,molino / molino de piedra,moulin,
1137,μύλος-2,RE,constructions /  food,millstone,piedra de molino,moulin,
1138,Μύρα,PN,settlement,Myra,Mira,Myre,
1139,μύρον,RE,artifacts /  perfumes and spices,perfume / perfumed oil,perfume,onguent / parfum / huile,
1140,Μωϋσῆς,PN,person,Moses,Moisés,Moïse,Musa
1141,Ναασσών,PN,person,Nahshon,Nahasón,Naassôn,
1142,Ναγγαί,PN,person,Naggai,Nagai,Naggaï,
1143,Ναζαρά,PN,settlement,Nazareth,Nazaret,Nazareth,
1144,Ναζαρηνός,PN,group,Nazarene,Nazareno / de Nazaret,Nazareth,
1145,Ναζωραῖος,PN,group,Nazarene,Nazareno / de Nazaret,Nazareth / Nazaréen,orang Nazaret
1146,Ναθαναήλ,PN,person,Nathanael,Natanael,Nathanaël,
1147,Ναθάμ,PN,person,Nathan,Natán,Natham,
1148,Ναιμάν,PN,person,Naaman,Naamán,Naamân,
1149,Ναΐν,PN,settlement,Nain,Naín,Naïn,
1150,Ναούμ,PN,person,Nahum,Nahúm,Naoum,
1151,ναός-1,RE,buildings /  sanctuary,temple / sanctuary,templo / santuario,temple / pièce intérieure du temple juif / sanctuaire,
1152,ναός-2,RE,artifacts /  sanctuary,replica temple / model of a shrine,templo / santuario,temple / pièce intérieure du temple juif / sanctuaire,
1153,ναῦς,RE,artifacts /  transportation,ship,nave / barco,bateau,kapal
1154,Ναχώρ,PN,person,Nahor,Nahor,Nachôr,
1155,νάρδος,RE,artifacts /  perfumes and spices,oil of nard / perfume of nard,nardo,huile de nard,
1156,Νάρκισσος,PN,person,Narcissus,Narciso,Narcisse,
1157,Νεφθαλίμ-1,PN,person,Naphtali,Neftalí,Nephtali,
1158,Νεφθαλίμ-2,PN,area,Naphtali,Neftalí,Nephtali,
1159,νεωκορος,RE,sanctuary /  people,guardian of the temple,guardián del templo,garde du temple,yang mempercayai atau rumah dewa
1160,Νέα Πόλις,PN,settlement,Neapolis,Neápolis,Néapolis,
1161,Νηρεύς,PN,person,Nereus,Nereo,Nérée,
1162,Νηρί,PN,person,Neri,Nerí,Néri,
1163,νηστεία,RI,religious activities,fasting / fast,ayuno / hambre,jeûne / action de se priver de nourriture par devoir religieux / faim / famine / le Jeûne,
1164,νηστεύω,RI,religious activities,fast,ayunar / sentir hambre,jeûner / se priver de nourriture par devoir religieux,
1165,Νικάνωρ,PN,person,Nicanor,Nicanor,Nicanor,
1166,Νικολαΐτης,PN,group,Nicolaitan,Nicolaítas,Nicolaïte,
1167,Νικόδημος,PN,person,Nicodemus,Nicodemo,Nicodème,
1168,Νικόλαος,PN,person,Nicolas,Nicolás,Nicolas,
1169,Νικόπολις,PN,settlement,Nicopolis,Nicópolis,Nicopolis,
1170,Νινευίτης,PN,group,Ninevite,Ninivita / de Nínive,Ninive,
1171,νιπτήρ,RE,artifacts /  containers,washbasin,palangana,bassine,
1172,Νίγερ,PN,person,Niger,Negro,Niger,
1173,νομικός,BE,people /  occupations /  teaching /  law /  morals and ethics,teacher of the law / lawyer,experto en la ley,concernant la loi,
1174,νομίμως,MI,morals and ethics,lawfully / according to the rules,legítimamente,adv. légalement / légitimement / selon les règles,
1175,νομοδιδάσκαλος,BE,people /  occupations /  teaching /  law /  morals and ethics,teacher of the law / expert in the law,maestro de la ley / experto en la ley / doctor de la ley,docteur de la Loi,
1176,νομοθεσία,MI,morals and ethics,giving of a law,legislación,don de la loi,
1177,νομοθετέω,MI,morals and ethics,enact laws / be enacted,dar leyes,faire la loi / instruire,
1178,νομοθέτης,MI,morals and ethics,lawgiver,legislador,législateur,
1179,νοσσιά,FA,birds,young birds / nestlings,polluelo / cría de ave / nidada,poussins,
1180,νοσσίον,FA,birds,young bird / chick,pollito / pollo,poussin,
1181,νόμισμα,RE,artifacts /  money,coin,moneda,pièce de monnaie / argent,
1182,νόμος,MI,morals and ethics,law / Law,ley,loi / principe / règle,
1183,νυμφών,RE,constructions /  buildings /  marriage,wedding hall,salón de bodas,salle de mariage,
1184,Νύμφα,PN,person,Nympha / Nymphas,Ninfa,Saluez,
1185,Νῶε,PN,person,Noah,Noé,Noé,Nuh
1186,ξενία,RE,constructions,guestroom / lodging for guest / place to stay,alojamiento,lieu de logement / pièce / pièce d'invité,
1187,ξέστης,RE,artifacts /  containers,pitcher / jar,jarra,cruche / pichet / pot,
1188,ξύλινος,FL,trees,of wood / wooden,de madera,en bois,
1189,ξύλον-1,FL,trees,wood,palo,bois / arbre,
1190,ξύλον-2,FL,fuel,firewood,madero,bois,
1191,ξύλον-3,FL,trees,tree,árbol,bois / arbre,
1192,ξύλον-4,RE,weapons,club,palo,bois / arbre,
1193,ξύλον-5,RE,"repay, reward, punish",stocks,cepo,bois / arbre,
1194,ξύλον-6,RE,"repay, reward, punish",cross,cepo,croix / bois / arbre,
1195,ὁδός-1,AT,morals and ethics /  behavior,way to live / path,,mode de vie,cara atau jalan untuk hidup
1196,ὁδός-2,AT,supernatural beings and powers,way,,chemin,cara atau jalan Allah
1197,ὁδός-3,MI,association /  groups,the Way,,Chemin,Jalan Tuhan
1198,Ὀζίας,PN,person,Uzziah,Ozías,Ozias,
1199,ὀθόνη,RE,artifacts /  cloth,sheet / linen sheet,lienzo / sábana,grand morceau de tissu,
1200,ὀθόνιον,RE,artifacts /  cloth,linen cloth,lienzo de lino,tissu de toile / bandelette,
1201,οἰκειος,BE,people /  association /  kinship /  household,household / member of household,miembro de la familia,de la maison / domestique,kawan-kawan / anggota keluarga
1202,ὀικέτης,BE,people /  household /  authority /  serve,slave / household servant,sirviente,domestique de maison / domestique,
1203,οἰκία,RE,constructions /  buildings,house / home / dwelling / residence,casa,maison / chez-soi / propriété / famille / foyer,
1204,οἰκοδομή-1,RE,constructions /  buildings,building / structure,,bâtiment,
1205,οἰκοδομή-2,MI,?,building up / strengthening,,rénforcer,
1206,οἰκονομία,MI,authority,stewardship,administración,gestion d'un foyer,
1207,οἰκονόμος,BE,people /  occupations /  authority,manager / steward / treasurer,mayordomo / administrador,administrateur / directeur / trésorier,pengurus rumah / bendahara / pelayan
1208,οἰκος τοῦ θεοῦ,RE,buildings /  sanctuary,house,casa / el templo de Jerusalén,maison de Dieu,Rumah Allah
1209,οἰκουμένη,MI,universe,world / inhabited earth / inhabited world,tierra habitada,monde / la terre habitée / humanité / Empire romain,
1210,οἰκτιρμός,AT,compassion,mercy / tender compassion,compasión,compassion / miséricorde / pitié,
1211,οἰκτίρμων,AT,compassion,compassionate / merciful,compasivo,miséricordieux / compatissant,
1212,οἰκτίρω,AT,compassion,have mercy / show compassion,tener compasión,avoir compassion de,
1213,οἴκημα,RE,constructions /  buildings,room / quarters,habitación,cellule de prison,kamar / ruang
1214,οἶνος,RE,artifacts /  food,wine,,vin,anggur / air anggur
1215,οἶνος νέος,RE,artifacts /  food,new wine / grape juice,,vin nouveau,anggur yang baru
1216,ὀλιγοπιστος,AT,faith,having little faith,de poca fe,qui manque de foi,kurang percaya
1217,ὀλιγόψυχος,AT,attitudes and emotions /  confidence,faint-hearted / discouraged,desanimado,peureux / découragé,
1218,ὁλοκαύτωμα,RI,sacrifices and offerings,whole burnt offering,holocausto,holocauste entier,
1219,Ὀλυμπᾶς,PN,person,Olympas,Olimpas,Olympas,Olimpas
1220,ὀνάριον,FA,mammals /  domestic animals,foal / colt,borriquito,âne,
1221,Ὀνησίφορος,PN,person,Onesiphorus,Onesíforo,Onésiphore,
1222,Ὀνήσιμος,PN,person,Onesimus,Onésimo,Onésime,
1223,ὀπώρα,FL,fruits,ripe fruit,fruto,fruit,
1224,ὁρκωμοσία,RI,covenant,oath,juramento,serment / prêtant serment,
1225,ὁσιότης,AT,"clean, pure, holy",holiness / sanctity,santidad,sainteté,
1226,ὁσίως,AT,morals and ethics,holy / pure / divine,santamente,adv. De manière satisfaisante pour Dieu,
1227,οὐρανόθεν,MI,universe,from heaven,del cielo,adv. céleste,
1228,οὐρανός,MI,universe,heaven / sky,cielo,cieux / ciel,
1229,οὐράνιος,MI,universe,heavenly,celestial,divinement / dans le ciel / du ciel,
1230,Οὐρβανός,PN,person,Urbanus,Urbano,Urbain,
1231,Οὐρίας,PN,person,Uriah,Urías,Urie,
1232,ὀφειλέτης-1,BE,people /  finance /  obligation,debtor,deudor,débiteur / qui est coupable / transgresseur / pécheur,
1233,ὀφειλέτης-2,BE,people /  morals and ethics /  obligation,sinner / offender,deudor,ceux qui avaient des torts envers nous / pécheur,
1234,ὀφειλέτης-3,BE,people /  obligation,one who is under an obligation / one who must,deudor,qui est sous un engagement / débiteur,
